experiment,variant,phase,runner,runner_code,parent_variant,created_at,started_at,completed_at,queue_seconds,execution_seconds,total_seconds,status
0,v4_0049,f04_targets,GithubActions,2,v3_0001,2026-06-22T15:20:48.316758+00:00,2026-06-22T15:36:06.280156+00:00,2026-06-22T15:38:07.825989+00:00,917,121,1039,success
0,v4_0051,f04_targets,GithubActions,2,v3_0003,2026-06-22T15:20:48.879937+00:00,2026-06-22T15:36:46.858445+00:00,2026-06-22T15:38:41.907261+00:00,957,115,1073,success
0,v4_0053,f04_targets,GithubActions,2,v3_0002,2026-06-22T15:20:49.449074+00:00,2026-06-22T15:37:21.479123+00:00,2026-06-22T15:39:14.896176+00:00,992,113,1105,success
0,v4_0052,f04_targets,GithubActions,2,v3_0001,2026-06-22T15:20:49.154795+00:00,2026-06-22T15:37:11.059275+00:00,2026-06-22T15:39:26.826920+00:00,981,135,1117,success
0,v4_0055,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:50.003990+00:00,2026-06-22T15:37:46.031225+00:00,2026-06-22T15:39:37.755256+00:00,1016,111,1127,success
0,v4_0054,f04_targets,GithubActions,2,v3_0003,2026-06-22T15:20:49.720762+00:00,2026-06-22T15:37:31.187892+00:00,2026-06-22T15:39:37.755000+00:00,1001,126,1128,success
0,v4_0056,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:50.789721+00:00,2026-06-22T15:38:05.718891+00:00,2026-06-22T15:40:32.452688+00:00,1034,146,1181,success
0,v4_0059,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:52.031507+00:00,2026-06-22T15:38:37.130829+00:00,2026-06-22T15:40:43.333811+00:00,1065,126,1191,success
0,v4_0057,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:51.333404+00:00,2026-06-22T15:38:15.608145+00:00,2026-06-22T15:40:55.557193+00:00,1044,159,1204,success
0,v4_0060,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:52.423680+00:00,2026-06-22T15:38:48.011070+00:00,2026-06-22T15:40:55.640674+00:00,1075,127,1203,success
0,v4_0058,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:51.718212+00:00,2026-06-22T15:38:25.743436+00:00,2026-06-22T15:40:55.640888+00:00,1054,149,1203,success
0,v4_0061,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:52.836569+00:00,2026-06-22T15:38:58.917775+00:00,2026-06-22T15:41:29.821894+00:00,1086,150,1236,success
0,v4_0062,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:53.248694+00:00,2026-06-22T15:39:17.722500+00:00,2026-06-22T15:41:41.217271+00:00,1104,143,1247,success
0,v4_0064,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:54.023421+00:00,2026-06-22T15:39:38.324468+00:00,2026-06-22T15:41:52.146566+00:00,1124,133,1258,success
0,v4_0063,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:53.670007+00:00,2026-06-22T15:39:27.708163+00:00,2026-06-22T15:41:52.225713+00:00,1114,144,1258,success
0,v4_0065,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:54.830445+00:00,2026-06-22T15:39:57.856858+00:00,2026-06-22T15:42:29.095535+00:00,1143,151,1294,success
0,v4_0066,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:55.529265+00:00,2026-06-22T15:40:16.406962+00:00,2026-06-22T15:42:40.410246+00:00,1160,144,1304,success
0,v4_0067,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:55.948313+00:00,2026-06-22T15:40:26.127099+00:00,2026-06-22T15:43:06.269945+00:00,1170,160,1330,success
0,v4_0069,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:56.660335+00:00,2026-06-22T15:40:55.835465+00:00,2026-06-22T15:43:17.729910+00:00,1199,141,1341,success
0,v4_0071,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:57.445407+00:00,2026-06-22T15:41:27.366706+00:00,2026-06-22T15:43:44.453494+00:00,1229,137,1367,success
0,v4_0068,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:56.277940+00:00,2026-06-22T15:40:45.109838+00:00,2026-06-22T15:43:44.453221+00:00,1188,179,1368,success
0,v4_0070,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:57.057672+00:00,2026-06-22T15:41:16.632189+00:00,2026-06-22T15:43:44.471280+00:00,1219,147,1367,success
0,v4_0072,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:58.202485+00:00,2026-06-22T15:41:36.966345+00:00,2026-06-22T15:43:44.622599+00:00,1238,127,1366,success
0,v4_0081,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:00.742675+00:00,,2026-06-22T15:44:05.334690+00:00,,,1384,failed
0,v4_0076,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:59.323785+00:00,2026-06-22T15:42:29.911516+00:00,2026-06-22T15:44:23.668283+00:00,1290,113,1404,success
0,v4_0073,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:20:58.481126+00:00,2026-06-22T15:41:57.307598+00:00,2026-06-22T15:44:23.643794+00:00,1258,146,1405,success
0,v4_0078,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:59.891014+00:00,2026-06-22T15:43:01.977037+00:00,2026-06-22T15:44:55.378488+00:00,1322,113,1435,success
0,v4_0074,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:58.751154+00:00,2026-06-22T15:42:08.045188+00:00,2026-06-22T15:44:55.379037+00:00,1269,167,1436,success
0,v4_0079,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:00.146609+00:00,2026-06-22T15:43:24.756739+00:00,2026-06-22T15:45:20.030525+00:00,1344,115,1459,success
0,v4_0075,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:20:59.015760+00:00,2026-06-22T15:42:20.250340+00:00,2026-06-22T15:45:20.067017+00:00,1281,179,1461,success
0,v4_0077,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:20:59.611817+00:00,2026-06-22T15:42:51.795992+00:00,2026-06-22T15:45:20.051599+00:00,1312,148,1460,success
0,v4_0080,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:00.479256+00:00,2026-06-22T15:43:38.046236+00:00,2026-06-22T15:46:26.879794+00:00,1357,168,1526,success
0,v4_0083,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:01.411643+00:00,2026-06-22T15:44:26.156535+00:00,2026-06-22T15:46:26.962545+00:00,1404,120,1525,success
0,v4_0096,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:06.100046+00:00,,2026-06-22T15:46:51.867865+00:00,,,1545,failed
0,v4_0086,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:02.608291+00:00,2026-06-22T15:45:07.373804+00:00,2026-06-22T15:47:09.285486+00:00,1444,121,1566,success
0,v4_0085,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:02.252710+00:00,2026-06-22T15:44:51.510128+00:00,2026-06-22T15:47:09.281337+00:00,1429,137,1567,success
0,v4_0084,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:01.904590+00:00,2026-06-22T15:44:39.872443+00:00,2026-06-22T15:47:09.311390+00:00,1417,149,1567,success
0,v4_0102,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:07.899560+00:00,,2026-06-22T15:47:40.683419+00:00,,,1592,failed
0,v4_0089,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:03.598162+00:00,2026-06-22T15:45:39.826888+00:00,2026-06-22T15:48:01.244290+00:00,1476,141,1617,success
0,v4_0087,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:02.934976+00:00,2026-06-22T15:45:14.511534+00:00,2026-06-22T15:48:01.245608+00:00,1451,166,1618,success
0,v4_0090,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:04.187350+00:00,2026-06-22T15:45:50.066046+00:00,2026-06-22T15:48:01.251670+00:00,1485,131,1617,success
0,v4_0093,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:05.225854+00:00,2026-06-22T15:46:25.496581+00:00,2026-06-22T15:48:28.525015+00:00,1520,123,1643,success
0,v4_0108,f04_targets,GithubActions,2,v3_0006,2026-06-22T15:21:09.748558+00:00,,2026-06-22T15:48:43.689625+00:00,,,1653,failed
0,v4_0091,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:04.513152+00:00,2026-06-22T15:46:02.458802+00:00,2026-06-22T15:48:49.411868+00:00,1497,166,1664,success
0,v4_0094,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:05.499364+00:00,2026-06-22T15:46:35.472607+00:00,2026-06-22T15:48:49.413384+00:00,1529,133,1663,success
0,v4_0092,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:04.866919+00:00,2026-06-22T15:46:19.216876+00:00,2026-06-22T15:49:17.407955+00:00,1514,178,1692,success
0,v4_0095,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:05.819852+00:00,2026-06-22T15:46:45.101085+00:00,2026-06-22T15:49:18.264362+00:00,1539,153,1692,success
0,v4_0101,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:07.601780+00:00,2026-06-22T15:47:11.156454+00:00,2026-06-22T15:49:19.701899+00:00,1563,128,1692,success
0,v4_0107,f04_targets,GithubActions,2,v3_0005,2026-06-22T15:21:09.433805+00:00,,2026-06-22T15:49:20.284721+00:00,,,1690,failed
0,v4_0034,f04_targets,GithubActions,2,v3_0001,2026-06-22T15:20:44.258972+00:00,2026-06-22T15:31:43.423834+00:00,2026-06-22T15:54:15.932158+00:00,659,1352,2011,success
0,v4_0088,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:03.247039+00:00,2026-06-22T15:54:23.082148+00:00,2026-06-22T15:56:16.657157+00:00,1999,113,2113,success
0,v4_0082,f04_targets,GithubActions,2,v3_0004,2026-06-22T15:21:01.108677+00:00,2026-06-22T16:02:24.091738+00:00,2026-06-22T16:04:56.485502+00:00,2482,152,2635,success
0,v5_0001,f05_modeling,GithubActions,2,v4_0001,2026-06-22T16:05:10.927331+00:00,2026-06-22T16:05:29.708895+00:00,2026-06-22T16:06:51.525981+00:00,18,81,100,failed
0,v5_0002,f05_modeling,GithubActions,2,v4_0002,2026-06-22T16:05:13.400734+00:00,2026-06-22T16:05:39.319568+00:00,2026-06-22T16:07:04.263180+00:00,25,84,110,failed
0,v5_0004,f05_modeling,GithubActions,2,v4_0004,2026-06-22T16:05:18.000095+00:00,2026-06-22T16:05:58.603079+00:00,2026-06-22T16:07:15.165326+00:00,40,76,117,failed
0,v5_0005,f05_modeling,GithubActions,2,v4_0005,2026-06-22T16:05:20.896031+00:00,2026-06-22T16:06:08.696999+00:00,2026-06-22T16:07:49.587643+00:00,47,100,148,failed
0,v5_0006,f05_modeling,GithubActions,2,v4_0006,2026-06-22T16:05:23.037198+00:00,2026-06-22T16:06:18.475711+00:00,2026-06-22T16:08:03.341613+00:00,55,104,160,failed
0,v5_0010,f05_modeling,GithubActions,2,v4_0010,2026-06-22T16:05:32.512189+00:00,2026-06-22T16:07:20.799119+00:00,2026-06-22T16:08:37.039058+00:00,108,76,184,failed
0,v5_0009,f05_modeling,GithubActions,2,v4_0009,2026-06-22T16:05:29.943948+00:00,2026-06-22T16:07:08.323993+00:00,2026-06-22T16:15:49.603786+00:00,98,521,619,success
0,v5_0003,f05_modeling,GithubActions,2,v4_0003,2026-06-22T16:05:15.398594+00:00,2026-06-22T16:05:48.926796+00:00,2026-06-22T16:21:02.923784+00:00,33,913,947,success
0,v5_0008,f05_modeling,GithubActions,2,v4_0008,2026-06-22T16:05:27.649848+00:00,2026-06-22T16:06:48.099289+00:00,2026-06-22T16:25:21.376459+00:00,80,1113,1193,success
0,v5_0011,f05_modeling,GithubActions,2,v4_0011,2026-06-22T16:05:34.925747+00:00,2026-06-22T16:07:32.445341+00:00,2026-06-22T16:26:22.490545+00:00,117,1130,1247,success
0,v5_0012,f05_modeling,GithubActions,2,v4_0012,2026-06-22T16:05:37.285431+00:00,2026-06-22T16:07:50.852307+00:00,2026-06-22T16:26:22.490736+00:00,133,1111,1245,success
0,v5_0015,f05_modeling,GithubActions,2,v4_0015,2026-06-22T16:05:43.863889+00:00,2026-06-22T16:08:42.761661+00:00,2026-06-22T16:28:34.982136+00:00,178,1192,1371,success
0,v5_0017,f05_modeling,GithubActions,2,v4_0017,2026-06-22T16:05:47.502984+00:00,2026-06-22T16:09:12.382593+00:00,2026-06-22T16:29:21.457421+00:00,204,1209,1413,success
0,v5_0014,f05_modeling,GithubActions,2,v4_0014,2026-06-22T16:05:41.953112+00:00,2026-06-22T16:08:24.216354+00:00,2026-06-22T16:29:35.768885+00:00,162,1271,1433,success
0,v5_0020,f05_modeling,GithubActions,2,v4_0020,2026-06-22T16:05:53.064806+00:00,2026-06-22T16:09:51.837585+00:00,2026-06-22T16:29:56.876085+00:00,238,1205,1443,success
0,v5_0016,f05_modeling,GithubActions,2,v4_0016,2026-06-22T16:05:45.675514+00:00,2026-06-22T16:08:54.000828+00:00,2026-06-22T16:30:45.280068+00:00,188,1311,1499,success
0,v5_0007,f05_modeling,GithubActions,2,v4_0007,2026-06-22T16:05:25.368905+00:00,2026-06-22T16:06:28.325327+00:00,2026-06-22T16:30:57.370866+00:00,62,1469,1532,success
0,v5_0013,f05_modeling,GithubActions,2,v4_0013,2026-06-22T16:05:39.899536+00:00,2026-06-22T16:08:03.971037+00:00,2026-06-22T16:31:08.696783+00:00,144,1384,1528,success
0,v5_0022,f05_modeling,GithubActions,2,v4_0022,2026-06-22T16:33:17.821809+00:00,2026-06-22T16:33:44.247546+00:00,2026-06-22T16:34:58.489140+00:00,26,74,100,failed
0,v5_0024,f05_modeling,GithubActions,2,v4_0024,2026-06-22T16:33:21.333908+00:00,2026-06-22T16:34:20.659947+00:00,2026-06-22T16:35:32.975698+00:00,59,72,131,failed
0,v5_0023,f05_modeling,GithubActions,2,v4_0023,2026-06-22T16:33:19.355674+00:00,2026-06-22T16:34:02.528570+00:00,2026-06-22T16:35:55.979989+00:00,43,113,156,failed
0,v5_0025,f05_modeling,GithubActions,2,v4_0025,2026-06-22T16:33:24.175144+00:00,2026-06-22T16:34:38.986125+00:00,2026-06-22T16:35:56.042231+00:00,74,77,151,failed
0,v5_0026,f05_modeling,GithubActions,2,v4_0026,2026-06-22T16:33:27.599866+00:00,2026-06-22T16:34:57.244484+00:00,2026-06-22T16:36:17.504039+00:00,89,80,169,failed
0,v5_0027,f05_modeling,GithubActions,2,v4_0027,2026-06-22T16:33:30.758583+00:00,2026-06-22T16:35:10.927914+00:00,2026-06-22T16:44:47.147484+00:00,100,576,676,success
0,v5_0021,f05_modeling,GithubActions,2,v4_0021,2026-06-22T16:33:15.975171+00:00,2026-06-22T16:33:34.440773+00:00,2026-06-22T16:46:36.132799+00:00,18,781,800,success
0,v5_0030,f05_modeling,GithubActions,2,v4_0030,2026-06-22T16:33:38.805753+00:00,2026-06-22T16:35:58.594562+00:00,2026-06-22T16:47:52.498648+00:00,139,713,853,success
0,v5_0029,f05_modeling,GithubActions,2,v4_0029,2026-06-22T16:33:36.521011+00:00,2026-06-22T16:35:48.596212+00:00,2026-06-22T16:48:36.751769+00:00,132,768,900,success
0,v5_0028,f05_modeling,GithubActions,2,v4_0028,2026-06-22T16:33:33.708062+00:00,2026-06-22T16:35:29.572889+00:00,2026-06-22T16:49:31.533098+00:00,115,841,957,success
0,v5_0019,f05_modeling,GithubActions,2,v4_0019,2026-06-22T16:05:51.226911+00:00,2026-06-22T16:09:42.275978+00:00,2026-06-22T16:55:52.037080+00:00,231,2769,3000,success
0,v5_0031,f05_modeling,GithubActions,2,v4_0031,2026-06-22T17:55:26.560934+00:00,2026-06-22T17:55:36.480243+00:00,2026-06-22T17:56:55.558971+00:00,9,79,88,failed
0,v5_0033,f05_modeling,GithubActions,2,v4_0033,2026-06-22T17:55:30.554465+00:00,2026-06-22T17:55:56.579038+00:00,2026-06-22T17:57:29.441653+00:00,26,92,118,failed
0,v5_0032,f05_modeling,GithubActions,2,v4_0032,2026-06-22T17:55:28.593926+00:00,2026-06-22T17:55:46.422152+00:00,2026-06-22T17:57:29.524636+00:00,17,103,120,failed
0,v5_0035,f05_modeling,GithubActions,2,v4_0035,2026-06-22T17:55:34.239643+00:00,2026-06-22T17:56:11.398229+00:00,2026-06-22T17:57:41.256770+00:00,37,89,127,failed
0,v5_0034,f05_modeling,GithubActions,2,v4_0034,2026-06-22T17:55:32.360776+00:00,2026-06-22T17:56:06.665970+00:00,2026-06-22T17:57:41.256964+00:00,34,94,128,failed
0,v5_0036,f05_modeling,GithubActions,2,v4_0036,2026-06-22T17:55:36.138691+00:00,2026-06-22T17:56:21.209736+00:00,2026-06-22T17:57:41.488035+00:00,45,80,125,failed
0,v5_0038,f05_modeling,GithubActions,2,v4_0038,2026-06-22T17:55:40.010861+00:00,2026-06-22T17:56:41.198098+00:00,2026-06-22T17:57:53.905233+00:00,61,72,133,failed
0,v5_0037,f05_modeling,GithubActions,2,v4_0037,2026-06-22T17:55:37.825041+00:00,2026-06-22T17:56:31.266452+00:00,2026-06-22T17:58:08.667384+00:00,53,97,150,failed
0,v5_0046,f05_modeling,GithubActions,2,v4_0046,2026-06-22T17:55:56.602806+00:00,,2026-06-22T17:58:24.695447+00:00,,,148,failed
0,v5_0039,f05_modeling,GithubActions,2,v4_0039,2026-06-22T17:55:41.767924+00:00,2026-06-22T17:56:51.444189+00:00,2026-06-22T17:58:39.124377+00:00,69,107,177,failed
0,v5_0040,f05_modeling,GithubActions,2,v4_0040,2026-06-22T17:55:43.770130+00:00,2026-06-22T17:57:01.610228+00:00,2026-06-22T17:58:39.126334+00:00,77,97,175,failed
0,v5_0048,f05_modeling,GithubActions,2,v4_0048,2026-06-22T17:56:00.771139+00:00,,2026-06-22T17:58:54.736584+00:00,,,173,failed
0,v5_0041,f05_modeling,GithubActions,2,v4_0041,2026-06-22T17:55:45.970176+00:00,2026-06-22T17:57:20.005347+00:00,2026-06-22T17:58:55.586630+00:00,94,95,189,failed
0,v5_0043,f05_modeling,GithubActions,2,v4_0043,2026-06-22T17:55:50.309451+00:00,2026-06-22T17:57:42.012928+00:00,2026-06-22T17:59:12.701708+00:00,111,90,202,failed
0,v5_0042,f05_modeling,GithubActions,2,v4_0042,2026-06-22T17:55:48.124054+00:00,2026-06-22T17:57:30.046129+00:00,2026-06-22T17:59:12.700521+00:00,101,102,204,failed
0,v5_0052,f05_modeling,GithubActions,2,v4_0052,2026-06-22T17:56:10.864450+00:00,,2026-06-22T17:59:48.838953+00:00,,,217,failed
0,v5_0047,f05_modeling,GithubActions,2,v4_0047,2026-06-22T17:55:58.922425+00:00,2026-06-22T17:58:36.372177+00:00,2026-06-22T18:00:00.091060+00:00,157,83,241,failed
0,v5_0054,f05_modeling,GithubActions,2,v4_0054,2026-06-22T17:56:14.778934+00:00,,2026-06-22T18:00:17.101379+00:00,,,242,failed
0,v5_0050,f05_modeling,GithubActions,2,v4_0050,2026-06-22T17:56:04.776133+00:00,2026-06-22T17:59:13.870645+00:00,2026-06-22T18:00:29.281942+00:00,189,75,264,failed
0,v5_0051,f05_modeling,GithubActions,2,v4_0051,2026-06-22T17:56:07.537828+00:00,2026-06-22T17:59:29.179448+00:00,2026-06-22T18:00:41.726805+00:00,201,72,274,failed
0,v5_0056,f05_modeling,GithubActions,2,v4_0056,2026-06-22T17:56:19.951799+00:00,2026-06-22T18:00:41.792982+00:00,2026-06-22T18:01:57.314301+00:00,261,75,337,failed
0,v5_0055,f05_modeling,GithubActions,2,v4_0055,2026-06-22T17:56:17.031184+00:00,2026-06-22T18:00:29.279929+00:00,2026-06-22T18:02:08.481217+00:00,252,99,351,failed
0,v5_0058,f05_modeling,GithubActions,2,v4_0058,2026-06-22T17:56:24.055179+00:00,2026-06-22T18:01:51.951514+00:00,2026-06-22T18:03:06.965881+00:00,327,75,402,failed
0,v5_0059,f05_modeling,GithubActions,2,v4_0059,2026-06-22T17:56:26.076793+00:00,2026-06-22T18:02:02.757208+00:00,2026-06-22T18:03:18.243717+00:00,336,75,412,failed
0,v5_0060,f05_modeling,GithubActions,2,v4_0060,2026-06-22T17:56:28.024694+00:00,2026-06-22T18:02:15.413146+00:00,2026-06-22T18:03:32.557811+00:00,347,77,424,failed
0,v5_0064,f05_modeling,GithubActions,2,v4_0064,2026-06-22T17:56:36.561192+00:00,2026-06-22T18:03:18.252922+00:00,2026-06-22T18:04:38.504072+00:00,401,80,481,failed
0,v5_0044,f05_modeling,GithubActions,2,v4_0044,2026-06-22T17:55:52.345619+00:00,2026-06-22T17:57:56.973387+00:00,2026-06-22T18:07:33.921878+00:00,124,576,701,success
0,v5_0045,f05_modeling,GithubActions,2,v4_0045,2026-06-22T17:55:54.472395+00:00,2026-06-22T17:58:09.484230+00:00,2026-06-22T18:08:44.886621+00:00,135,635,770,success
0,v5_0076,f05_modeling,GithubActions,2,v4_0076,2026-06-22T17:57:01.314461+00:00,2026-06-22T18:05:52.633673+00:00,2026-06-22T18:09:22.974787+00:00,531,210,741,failed
0,v5_0077,f05_modeling,GithubActions,2,v4_0077,2026-06-22T17:57:03.457462+00:00,2026-06-22T18:07:45.765557+00:00,2026-06-22T18:09:59.069732+00:00,642,133,775,failed
0,v5_0053,f05_modeling,GithubActions,2,v4_0053,2026-06-22T17:56:12.561250+00:00,2026-06-22T18:00:03.982100+00:00,2026-06-22T18:10:23.374925+00:00,231,619,850,success
0,v5_0078,f05_modeling,GithubActions,2,v4_0078,2026-06-22T17:57:06.174831+00:00,2026-06-22T18:08:56.857557+00:00,2026-06-22T18:11:00.807309+00:00,710,123,834,failed
0,v5_0079,f05_modeling,GithubActions,2,v4_0079,2026-06-22T17:57:09.423290+00:00,2026-06-22T18:09:34.759741+00:00,2026-06-22T18:11:12.346188+00:00,745,97,842,failed
0,v5_0080,f05_modeling,GithubActions,2,v4_0080,2026-06-22T17:57:12.400506+00:00,2026-06-22T18:10:11.190531+00:00,2026-06-22T18:11:42.017073+00:00,778,90,869,failed
0,v5_0057,f05_modeling,GithubActions,2,v4_0057,2026-06-22T17:56:21.863816+00:00,2026-06-22T18:00:52.814856+00:00,2026-06-22T18:16:45.616811+00:00,270,952,1223,success
0,v5_0085,f05_modeling,GithubActions,2,v4_0085,2026-06-22T17:57:22.413289+00:00,2026-06-22T18:16:59.461706+00:00,2026-06-22T18:18:22.130862+00:00,1177,82,1259,failed
0,v5_0086,f05_modeling,GithubActions,2,v4_0086,2026-06-22T17:57:24.387524+00:00,2026-06-22T18:17:16.868750+00:00,2026-06-22T18:18:47.562098+00:00,1192,90,1283,failed
0,v5_0063,f05_modeling,GithubActions,2,v4_0063,2026-06-22T17:56:34.509730+00:00,2026-06-22T18:03:06.977802+00:00,2026-06-22T18:19:28.011864+00:00,392,981,1373,success
0,v5_0087,f05_modeling,GithubActions,2,v4_0087,2026-06-22T17:57:26.262517+00:00,2026-06-22T18:18:34.100760+00:00,2026-06-22T18:20:05.049515+00:00,1267,90,1358,failed
0,v5_0088,f05_modeling,GithubActions,2,v4_0088,2026-06-22T17:57:28.207561+00:00,2026-06-22T18:19:20.142673+00:00,2026-06-22T18:20:30.441861+00:00,1311,70,1382,failed
0,v5_0089,f05_modeling,GithubActions,2,v4_0089,2026-06-22T17:57:30.383424+00:00,2026-06-22T18:19:33.675483+00:00,2026-06-22T18:21:02.012133+00:00,1323,88,1411,failed
0,v5_0090,f05_modeling,GithubActions,2,v4_0090,2026-06-22T17:57:32.573188+00:00,2026-06-22T18:20:17.325352+00:00,2026-06-22T18:21:42.320452+00:00,1364,84,1449,failed
0,v5_0091,f05_modeling,GithubActions,2,v4_0091,2026-06-22T17:57:34.909624+00:00,2026-06-22T18:20:52.091510+00:00,2026-06-22T18:22:19.909213+00:00,1397,87,1484,failed
0,v5_0092,f05_modeling,GithubActions,2,v4_0092,2026-06-22T17:57:38.601825+00:00,2026-06-22T18:21:14.365987+00:00,2026-06-22T18:22:45.077181+00:00,1415,90,1506,failed
0,v5_0093,f05_modeling,GithubActions,2,v4_0093,2026-06-22T17:57:42.903806+00:00,2026-06-22T18:21:54.204279+00:00,2026-06-22T18:23:13.192187+00:00,1451,78,1530,failed
0,v5_0065,f05_modeling,GithubActions,2,v4_0065,2026-06-22T17:56:38.588994+00:00,2026-06-22T18:03:32.489518+00:00,2026-06-22T18:23:41.367526+00:00,413,1208,1622,success
0,v5_0094,f05_modeling,GithubActions,2,v4_0094,2026-06-22T17:57:45.365747+00:00,2026-06-22T18:22:31.732193+00:00,2026-06-22T18:23:52.938149+00:00,1486,81,1567,failed
0,v5_0062,f05_modeling,GithubActions,2,v4_0062,2026-06-22T17:56:32.719414+00:00,2026-06-22T18:02:47.967421+00:00,2026-06-22T18:24:21.075589+00:00,375,1293,1668,success
0,v5_0068,f05_modeling,GithubActions,2,v4_0068,2026-06-22T17:56:44.261146+00:00,2026-06-22T18:04:16.247001+00:00,2026-06-22T18:27:35.899483+00:00,451,1399,1851,success
0,v5_0069,f05_modeling,GithubActions,2,v4_0069,2026-06-22T17:56:46.358917+00:00,2026-06-22T18:04:26.143517+00:00,2026-06-22T18:27:35.900387+00:00,459,1389,1849,success
0,v5_0066,f05_modeling,GithubActions,2,v4_0066,2026-06-22T17:56:40.422324+00:00,2026-06-22T18:03:44.671389+00:00,2026-06-22T18:28:12.674866+00:00,424,1468,1892,success
0,v5_0071,f05_modeling,GithubActions,2,v4_0071,2026-06-22T17:56:50.351873+00:00,2026-06-22T18:04:47.258369+00:00,2026-06-22T18:28:27.511044+00:00,476,1420,1897,success
0,v5_0061,f05_modeling,GithubActions,2,v4_0061,2026-06-22T17:56:30.517879+00:00,2026-06-22T18:02:27.531692+00:00,2026-06-22T18:29:53.341503+00:00,357,1645,2002,success
0,v5_0075,f05_modeling,GithubActions,2,v4_0075,2026-06-22T17:56:59.201992+00:00,2026-06-22T18:05:42.529814+00:00,2026-06-22T18:32:09.204176+00:00,523,1586,2110,success
0,v5_0067,f05_modeling,GithubActions,2,v4_0067,2026-06-22T17:56:42.496721+00:00,2026-06-22T18:04:02.355176+00:00,2026-06-22T18:32:38.102539+00:00,439,1715,2155,success
